region,state,region_key,time,temp_avg,rain_total,humidity_avg,rain_variance,max_temp,max_temp_3d,max_rain_1d,dry_spell_days,temp_lag_7,rain_lag_14,pH,N,P,K,N_class,P_class,K_class,soil_health_index,irrigation_index,rotation_score,fertility_class,state_context,region_context,target_month,target_season,time_step_missing,climate_gap_filled,soil_imputed,geo_confidence,data_confidence,crop_prob_arcanut_processed,crop_prob_arecanut,crop_prob_arhar_tur,crop_prob_banana,crop_prob_black_pepper,crop_prob_cardamom,crop_prob_cashewnut,crop_prob_castor_seed,crop_prob_coconut,crop_prob_cond_spcs_other,crop_prob_coriander,crop_prob_cotton_lint,crop_prob_dry_chillies,crop_prob_dry_ginger,crop_prob_garlic,crop_prob_ginger,crop_prob_gram,crop_prob_groundnut,crop_prob_guar_seed,crop_prob_jowar,crop_prob_maize,crop_prob_mango,crop_prob_mesta,crop_prob_onion,crop_prob_other_fresh_fruits,crop_prob_other_oilseeds,crop_prob_other_vegetables,crop_prob_pineapple,crop_prob_potato,crop_prob_ragi,crop_prob_rapeseed_and_mustard,crop_prob_sannhamp,crop_prob_sesamum,crop_prob_small_millets,crop_prob_sugarcane,crop_prob_sunflower,crop_prob_sweet_potato,crop_prob_tapioca,crop_prob_tobacco,crop_prob_turmeric,crop_prob_wheat
Kangra,Himachal Pradesh,himachal pradesh__kangra,2018-11,15.065666666666669,0.0,54.13200000000001,0.0,18.53,18.53,0.0,30,18.940645161290323,144.174757016,6.3,613.3,24.81,194.16,high,medium,medium,90.15,0.8178,0.9006,medium,himachal pradesh,himachal pradesh__kangra,11,rabi,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kangra,Himachal Pradesh,himachal pradesh__kangra,2021-04,20.331666666666663,81.706214644,41.89166666666666,64.81310083948912,25.79,25.36,31.13310823,11,18.398709677419355,2.040292988,6.3,613.3,24.81,194.16,high,medium,medium,90.15,0.6857,0.8857,medium,himachal pradesh,himachal pradesh__kangra,04,zaid,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kangra,Himachal Pradesh,himachal pradesh__kangra,2022-04,25.113000000000003,0.0,33.239333333333335,0.0,29.34,28.63,0.0,30,19.48677419354839,0.1060757039999999,6.3,613.3,24.81,194.16,high,medium,medium,90.15,0.8786,0.8751,medium,himachal pradesh,himachal pradesh__kangra,04,zaid,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sirmaur,Himachal Pradesh,himachal pradesh__sirmaur,2020-03,16.316451612903226,129.68144929599998,62.67032258064517,90.7925668146434,20.24,19.45,35.52737632,11,12.896551724137929,24.207649723,6.2,592.11,24.69,190.01,high,medium,medium,88.66,0.6281,0.8927,medium,himachal pradesh,himachal pradesh__sirmaur,03,rabi,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Una,Himachal Pradesh,himachal pradesh__una,2019-08,28.15967741935484,234.409735134,79.18322580645162,618.1284091479729,29.6,29.50333333333333,137.0096899,9,31.080000000000005,66.61271032900001,6.4,363.4,19.53,168.2,medium,medium,medium,74.77,0.5952,0.8232,medium,himachal pradesh,himachal pradesh__una,08,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu,Jammu And Kashmir,jammu and kashmir__jammu,2019-07,31.361290322580643,0.0,62.92451612903227,0.0,37.83,37.41666666666666,0.0,31,35.19166666666667,0.0,6.571428571428571,337.3,18.49,196.13,medium,medium,medium,75.35,0.8661,0.8032,medium,jammu and kashmir,jammu and kashmir__jammu,07,kharif,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu,Jammu And Kashmir,jammu and kashmir__jammu,2020-03,16.901290322580646,117.645369449,73.09903225806451,192.65968842799737,19.89,19.363333333333333,74.02255532,11,14.122758620689655,0.075834979,6.571428571428571,337.3,18.49,196.13,medium,medium,medium,75.35,0.6251,0.8156,medium,jammu and kashmir,jammu and kashmir__jammu,03,rabi,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu,Jammu And Kashmir,jammu and kashmir__jammu,2020-04,22.644333333333336,24.700922942,64.57666666666667,15.638255666526076,26.78,26.066666666666663,21.95564941,17,16.901290322580646,117.645369449,6.571428571428571,337.3,18.49,196.13,medium,medium,medium,75.35,0.7222,0.8052,medium,jammu and kashmir,jammu and kashmir__jammu,04,zaid,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu,Jammu And Kashmir,jammu and kashmir__jammu,2021-04,24.285666666666664,0.0,41.724,0.0,31.16,30.813333333333333,0.0,30,21.620967741935484,0.0,6.571428571428571,337.3,18.49,196.13,medium,medium,medium,75.35,0.883,0.7773,medium,jammu and kashmir,jammu and kashmir__jammu,04,zaid,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kishtwar,Jammu And Kashmir,jammu and kashmir__kishtwar,2020-10,7.914516129032258,64.546528691,47.87516129032257,59.58958406978472,10.55,10.366666666666667,42.44401664,9,12.529666666666667,9.125911216,6.571428571428571,337.3,18.49,196.13,medium,medium,medium,75.35,0.6465,0.7848,medium,jammu and kashmir,jammu and kashmir__kishtwar,10,kharif,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Samba,Jammu And Kashmir,jammu and kashmir__samba,2020-07,31.726451612903222,0.0,60.47741935483872,0.0,35.64,34.71333333333333,0.0,31,31.637333333333338,0.0,7.2,358.01,19.28,188.85,medium,medium,medium,70.12,0.8717,0.727,medium,jammu and kashmir,jammu and kashmir__samba,07,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Samba,Jammu And Kashmir,jammu and kashmir__samba,2020-11,17.14466666666667,0.0,47.80533333333334,0.0,21.43,21.35,0.0,30,23.876451612903224,0.0,7.2,358.01,19.28,188.85,medium,medium,medium,70.12,0.8573,0.7115,medium,jammu and kashmir,jammu and kashmir__samba,11,rabi,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bengaluru Urban,Karnataka,karnataka__bengaluru urban,2018-07,23.856451612903232,4.542021019,75.02806451612904,0.2837320976446567,24.85,24.64,2.369579316,24,23.92833333333333,30.233435053,6.734782608695652,337.3,18.49,196.13,medium,medium,medium,73.71,0.7613,0.7939,medium,karnataka,karnataka__bengaluru urban,07,kharif,0,0,1,1.0,0.9375,0.0,0.1591269841269841,0.0,0.0,0.0,0.0,0.0015873015873015,0.0,0.7571428571428572,0.0,0.0607142857142857,0.0,0.0,0.0,0.0011904761904761,0.0043650793650793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119047619047619,0.0,0.0011904761904761,0.0015873015873015,0.0003968253968253,0.0007936507936507,0.0
Bidar,Karnataka,karnataka__bidar,2020-07,25.68387096774193,18.928113376,82.10451612903225,6.360799665410416,26.99,26.58,13.75030683,22,27.60966666666667,26.378494798,7.2,267.61,15.57,211.48,low,medium,medium,64.4,0.7439,0.6671,medium,karnataka,karnataka__bidar,07,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004883493790986,0.0,0.0025115110925073,0.0,0.0012557555462536,0.0,0.0011859913492395,0.0,0.0,0.1825031393888656,0.0096972233849588,0.1825031393888656,0.0,0.0,0.0,0.0,0.0,0.0,0.0013255197432677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5896469931631086,0.0,0.0001395283940281,0.0037672666387609,0.0002092925910422,0.0247662899400027,0.0
Bidar,Karnataka,karnataka__bidar,2022-07,25.150645161290324,93.975158928,83.92129032258065,58.76380576855328,28.19,28.19,27.50101963,7,28.918666666666663,40.296190881,7.2,267.61,15.57,211.48,low,medium,medium,64.4,0.607,0.6693,medium,karnataka,karnataka__bidar,07,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021108179419525,0.0,0.000395778364116,0.0,0.0035620052770448,0.0,0.0,0.0354881266490765,0.0048812664907651,0.0354881266490765,0.0,0.0,0.0,0.0,0.0,0.0,0.0069261213720316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9022427440633244,0.0,0.0,0.0,0.0,0.0089050131926121,0.0
Chamarajanagara,Karnataka,karnataka__chamarajanagara,2019-07,23.87838709677419,0.0,76.78903225806451,0.0,25.76,25.76,0.0,31,25.34366666666667,0.0,6.734782608695652,337.3,18.49,196.13,medium,medium,medium,73.71,0.8173,0.796,medium,karnataka,karnataka__chamarajanagara,07,kharif,0,0,1,1.0,0.9375,0.0,0.0277865377203125,0.0,0.0,0.0011913521847296,3.503977013910789e-05,0.0002102386208346,0.0,0.440414870878447,0.0,0.0,0.0,0.0,0.0,0.006202039314622,0.0033638179333543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0179403623112232,0.0,0.0,0.2319632783208942,0.0,0.0002803181611128,0.0024527839097375,0.0074634710396299,0.2606958898349626,0.0
Chikkamagaluru,Karnataka,karnataka__chikkamagaluru,2019-01,21.027419354838703,0.0,49.537741935483865,0.0,22.54,22.41,0.0,31,21.77129032258064,0.4977273409999999,5.6,624.59,22.91,197.05,high,medium,medium,81.5,0.8521,0.7747,medium,karnataka,karnataka__chikkamagaluru,01,rabi,0,0,0,1.0,1.0,0.0,0.4012223192316851,0.0,0.0,0.225527158240072,0.0012500992142233,0.0005754424954361,0.0,0.36453951371802,0.0,0.0003439426409503,0.0,0.0,0.0,6.614281556737308e-06,0.0029235124480778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029631981374183,0.0,0.0001124427864645,0.000476228272085,1.984284467021193e-05,3.968568934042385e-05,0.0
Chikkamagaluru,Karnataka,karnataka__chikkamagaluru,2019-04,28.490666666666662,0.0,53.37133333333333,0.0,30.29,30.05,0.0,30,26.99903225806452,0.0,5.6,624.59,22.91,197.05,high,medium,medium,81.5,0.8531,0.7794,medium,karnataka,karnataka__chikkamagaluru,04,zaid,0,0,0,1.0,1.0,0.0,0.4012223192316851,0.0,0.0,0.225527158240072,0.0012500992142233,0.0005754424954361,0.0,0.36453951371802,0.0,0.0003439426409503,0.0,0.0,0.0,6.614281556737308e-06,0.0029235124480778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029631981374183,0.0,0.0001124427864645,0.000476228272085,1.984284467021193e-05,3.968568934042385e-05,0.0
Chikkamagaluru,Karnataka,karnataka__chikkamagaluru,2019-06,24.555000000000003,0.0,78.04599999999999,0.0,26.9,26.9,0.0,30,27.452258064516126,0.0,5.6,624.59,22.91,197.05,high,medium,medium,81.5,0.8009,0.8095,medium,karnataka,karnataka__chikkamagaluru,06,kharif,0,0,0,1.0,1.0,0.0,0.4012223192316851,0.0,0.0,0.225527158240072,0.0012500992142233,0.0005754424954361,0.0,0.36453951371802,0.0,0.0003439426409503,0.0,0.0,0.0,6.614281556737308e-06,0.0029235124480778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029631981374183,0.0,0.0001124427864645,0.000476228272085,1.984284467021193e-05,3.968568934042385e-05,0.0
Dakshina Kannada,Karnataka,karnataka__dakshina kannada,2021-11,25.942666666666664,99.636625634,85.88000000000002,54.50231032904822,27.0,27.0,34.67816162,7,26.330967741935485,90.387269917,5.6,485.62,19.53,190.15,medium,medium,medium,74.19,0.5892,0.7697,medium,karnataka,karnataka__dakshina kannada,11,rabi,0,0,0,1.0,1.0,0.3820137344473163,0.3820137344473163,0.0,0.0,0.0564893009557011,2.629680831880748e-05,0.0447759511931237,0.0,0.134643415279197,0.0,0.0,0.0,0.0,3.756686902686783e-06,0.0,3.756686902686783e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5026747610747132e-05,0.0,0.0,7.513373805373566e-06,3.756686902686783e-06,3.756686902686783e-06,0.0
Davangere,Karnataka,karnataka__davangere,2019-07,24.418387096774197,0.0,83.54129032258065,0.0,25.7,25.5,0.0,31,26.624666666666663,0.0,6.734782608695652,337.3,18.49,196.13,medium,medium,medium,73.71,0.8048,0.8043,medium,karnataka,karnataka__davangere,07,kharif,0,0,1,1.0,0.9375,0.0,0.8704347475940565,0.0,0.0,0.0057581573896353,6.71113914875911e-05,0.0004295129055205,0.0,0.1063715555078318,0.0,0.0,0.0,0.0,0.0,6.71113914875911e-05,0.0010872045420989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001744896178677,0.0,0.0,0.0137981020898487,0.0,0.0,0.0,0.0017851630135699,2.684455659503644e-05,0.0
Davangere,Karnataka,karnataka__davangere,2022-07,24.07161290322581,0.0,85.12838709677418,0.0,26.59,25.776666666666667,0.0,31,24.809000000000005,0.0,6.734782608695652,337.3,18.49,196.13,medium,medium,medium,73.71,0.8038,0.8062,medium,karnataka,karnataka__davangere,07,kharif,0,0,1,1.0,0.9375,0.4719702348831265,0.4719702348831265,0.0,0.0,0.0016018631599875,6.248402397114376e-05,0.0002272146326223,0.0,0.0440228350705785,0.0,0.0,0.0,0.0,0.0010565480416938,6.816438978670227e-05,0.0010565480416938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076571331193728,0.0,0.0,0.0,0.0003067397540401,0.0,0.0
Kodagu,Karnataka,karnataka__kodagu,2018-07,22.86806451612903,0.0,92.761935483871,0.0,23.32,23.14,0.0,31,23.274,0.0,5.5,531.39,19.84,187.04,medium,medium,medium,75.26,0.7813,0.7732,medium,karnataka,karnataka__kodagu,07,kharif,0,0,0,1.0,1.0,0.0,0.1019547719432732,0.0,0.0,0.8670913680760233,0.00816801258244,0.0040311388958644,0.0,0.0143006304436896,0.0,1.321684883889983e-05,0.0,0.0,0.0,0.0,0.0018503588374459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017842745932514,0.0007930109303339,0.0,1.321684883889983e-05,0.0
Udupi,Karnataka,karnataka__udupi,2022-05,26.410645161290315,111.680412305,82.74193548387093,128.19809066811015,28.13,28.125,45.6339048,16,27.625,23.295278394,5.7,472.08,19.2,196.5,medium,medium,medium,74.82,0.6667,0.7781,medium,karnataka,karnataka__udupi,05,zaid,0,0,0,1.0,1.0,0.2687581790177072,0.2687581790177072,0.0,0.0,0.0101796199145328,0.0009380537122607,0.1930306083452037,0.0,0.2573973062803275,0.0,6.948546016745995e-05,0.0,0.0,1.1580910027909992e-05,0.0,1.1580910027909992e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001505518303628,0.0,0.0006137882314792,0.0,0.0,8.106637019536995e-05,0.0
Udupi,Karnataka,karnataka__udupi,2022-07,24.51225806451613,588.602733437,91.13322580645163,1319.095206971331,26.26,25.793333333333333,113.7860463,6,25.26,156.945395004,5.7,472.08,19.2,196.5,medium,medium,medium,74.82,0.4709,0.7884,medium,karnataka,karnataka__udupi,07,kharif,0,0,0,1.0,1.0,0.2778253166692779,0.2778253166692779,0.0,0.0,0.0087498342834416,1.2052113338073833e-05,0.1913393513552601,0.0,0.2432839598423583,0.0,2.4104226676147665e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001325732467188,0.0,0.0006990225736082,0.0,1.2052113338073833e-05,9.641690670459063e-05,0.0
Alappuzha,Kerala,kerala__alappuzha,2019-01,27.531935483870967,0.0,63.15354838709678,0.0,28.54,28.35333333333333,0.0,31,28.199032258064516,59.852666677,5.5,647.72,23.62,214.0,high,medium,medium,82.73,0.8383,0.7997,medium,kerala,kerala__alappuzha,01,rabi,0,0,0,1.0,1.0,0.0,0.0343497051252581,0.0,0.0079825614434135,0.0152682624436589,0.0,0.040533714885315,0.0,0.8461367235176113,0.0,0.0,0.0,0.0,0.0,0.0,0.0013849474634906,0.0005865659845372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054194686263652,0.0,0.0007269407500674,0.0,0.0001097931201826,0.0465169385968188,0.0,0.000984378043281,0.0
Alappuzha,Kerala,kerala__alappuzha,2020-10,27.206129032258065,0.0,82.38903225806453,0.0,27.97,27.67333333333333,0.0,31,27.03733333333333,0.184871788,5.5,647.72,23.62,214.0,high,medium,medium,82.73,0.8019,0.8232,medium,kerala,kerala__alappuzha,10,kharif,0,0,0,1.0,1.0,0.0,0.0344022524369226,0.0,0.0081048324503759,0.0147916923726013,0.0,0.0369369405227691,0.0,0.838633731228034,0.0,0.0,0.0,0.0,0.0,0.0,0.0018864009966605,0.0004925588781996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.478026898690092e-05,0.0,0.0,0.0069585136065658,0.0,0.0008137172174702,2.487671102018397e-05,0.000117169308905,0.0553136157204892,0.0,0.0014289182809993,0.0
Alappuzha,Kerala,kerala__alappuzha,2021-11,27.096666666666668,225.576327327,83.289,298.89305762136235,27.93,27.55666666666667,71.49242225,10,27.18290322580645,77.090717175,5.5,647.72,23.62,214.0,high,medium,medium,82.73,0.5854,0.8243,medium,kerala,kerala__alappuzha,11,rabi,0,0,0,1.0,1.0,0.0,0.0356266934856498,0.0,0.0093241736856974,0.0140326494523555,0.0,0.0264416865713807,0.0,0.8586125907889226,0.0,0.0,0.0,0.0,0.0,0.0,0.001484445561902,0.0006030560095227,0.0,0.0,0.0,0.0001391667714283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070102941660825,0.0,0.0007654172428557,3.47916928570799e-05,4.638892380943987e-05,0.0446725336284905,0.0,0.0012061120190454,0.0
Ernakulam,Kerala,kerala__ernakulam,2022-05,27.623225806451615,275.067927846,85.77645161290322,498.3417001752118,28.89,28.73,87.74660785,5,28.359333333333336,25.06144214,5.3,422.8,17.73,192.25,medium,medium,medium,66.77,0.5499,0.6883,medium,kerala,kerala__ernakulam,05,zaid,0,0,0,1.0,1.0,0.0,0.0625971192455012,0.0,0.0812266396994437,0.0263676891399065,0.0,0.0056950347501689,0.0,0.7279509248881224,0.0,0.0,0.0,0.0,0.0,0.0,0.001512240865864,0.0,0.0,0.0,0.0,1.6087668785788028e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002318233072032,0.0,6.435067514315211e-05,0.0,8.043834392894013e-05,0.0910883806651318,0.0,0.0031692707508002,0.0
Idukki,Kerala,kerala__idukki,2018-07,21.999032258064517,37.368995861,92.96032258064515,11.177723775246482,22.77,22.616666666666664,16.23163241,13,22.604333333333333,23.72169373,5.4375,337.3,18.49,196.13,medium,medium,medium,65.43,0.6378,0.694,medium,kerala,kerala__idukki,07,kharif,0,0,1,1.0,0.9375,0.0,0.0173452150220854,0.0,0.0322729256323808,0.4190267746293469,0.3010506539501086,0.0091823949139471,0.0,0.1410918296847338,0.0,0.0,0.0,0.0,0.0,0.0006767029198355,0.0047557798507792,0.0,0.0,0.0,0.0,0.0001779006383133,0.0,0.0,6.707728985584312e-06,0.0,0.0,0.0,0.0,0.005219390858493,0.0007116025532532,0.0,0.0,3.30525776101256e-06,0.0,0.0086325555640563,0.0,4.374605860163682e-05,0.0579610973105798,0.0,0.0018278075418399,1.360988489828701e-05
Idukki,Kerala,kerala__idukki,2022-07,21.83935483870968,148.583363214,91.96967741935484,80.92331067170431,23.82,23.566666666666663,28.19100049,11,22.509,76.34232719299999,5.4375,337.3,18.49,196.13,medium,medium,medium,65.43,0.6033,0.6928,medium,kerala,kerala__idukki,07,kharif,0,0,1,1.0,0.9375,0.0,0.0168952023869247,0.0,0.0286373933937105,0.3929136852111002,0.3430200934702823,0.0078416814089192,0.0,0.1357084994587173,0.0,0.0,0.0,0.0,0.0,0.0020595146938452,0.004491537506931,0.0,0.0,0.0,0.0,6.210228922979431e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046048636231616,0.0003645869088796,1.056161381459087e-06,0.0,0.0,0.0,0.0088295091489979,0.0,6.041243101945977e-05,0.0526943204921712,0.0,0.0018155414147281,0.0
Kannur,Kerala,kerala__kannur,2022-07,23.816451612903236,271.43201709100003,91.92741935483872,394.0924074226928,25.44,25.01333333333333,70.18883732,12,24.55433333333333,61.564030262,5.4375,337.3,18.49,196.13,medium,medium,medium,65.43,0.5901,0.6928,medium,kerala,kerala__kannur,07,kharif,0,0,1,1.0,0.9375,0.0,0.0775080406145009,0.0,0.0120728197226289,0.0342123577502695,0.0,0.1469801224559896,0.0,0.7145520637979565,0.0,0.0,0.0,0.0,0.0,0.0,0.0002760674204577,0.003874772645288,0.0,0.0,0.0,1.7243436630715254e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8451670440680165e-05,0.0,0.0,6.155906877165345e-05,0.0,8.621718315357627e-06,0.0,0.0001053573978136,0.0091915276788196,0.0,0.0011265137150846,0.0
Kollam,Kerala,kerala__kollam,2022-05,26.26322580645161,0.0,88.01709677419358,0.0,27.47,27.343333333333334,0.0,31,27.17166666666666,33.280767828,5.4375,337.3,18.49,196.13,medium,medium,medium,65.43,0.8093,0.688,medium,kerala,kerala__kollam,05,zaid,0,0,1,1.0,0.9375,0.0,0.0251101019415386,0.0,0.0417031493178067,0.0384484177517926,0.0,0.0208972017369316,0.0,0.6791590564502772,0.0,0.0,0.0,0.0,0.0,0.0,0.0039239287104282,0.0003954346762447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006757370255981,0.0,0.0,0.0,3.0418052018823296e-05,0.1860520151731327,0.0,0.0036045391642305,0.0
Kottayam,Kerala,kerala__kottayam,2018-09,24.04366666666667,574.207963959,87.44633333333334,2631.306067515881,25.27,24.89,211.2385673,5,23.198387096774194,88.320074122,5.3,517.99,19.59,189.4,medium,medium,medium,72.63,0.4728,0.7342,medium,kerala,kerala__kottayam,09,kharif,0,0,0,1.0,1.0,0.0,0.0349697713475334,0.0,0.0817106917606981,0.0757440971537459,0.0021605353103068,0.0086758053960625,0.0,0.6409735472598257,0.0,0.0,0.0,0.0,0.0,0.0,0.002906924892507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003876402306748,0.0,5.778175829890504e-06,0.1497389143812516,0.0,0.0027262940915639,0.0
Palakkad,Kerala,kerala__palakkad,2018-07,24.12870967741936,75.95714669399999,91.94516129032256,58.5160563305416,24.74,24.67333333333333,40.00088201,14,24.72266666666667,56.539046733,5.4,399.95,17.52,178.46,medium,medium,medium,65.31,0.6442,0.6939,medium,kerala,kerala__palakkad,07,kharif,0,0,0,1.0,1.0,0.0,0.0929699985191489,0.0031065170991576,0.1401170012440082,0.0309915955865968,0.0321629627484221,0.0132001283715637,0.0,0.6481820334933929,0.0,0.0,0.0006937109612404,0.0,0.0,0.0,0.0022553781285313,0.0011772064796808,0.0021874084686926,0.0,0.0023941203207794,0.0009389623111739,0.0,0.0,4.99845608435899e-05,0.0,0.0,0.0,0.0,0.0,0.0017693133102345,0.0,0.0,0.0001798509899512,0.0005547351962781,0.0007777971383605,0.0,0.0005981797211235,0.0201473983970371,0.0,0.005545716953782,0.0
